DNAm,metric,estimate,std.error,p.value,r2,modality,brain_metric,pFDR,significance,FDR_significance,omic_type,model
FAP,APOE,0.035781974,0.038791627,0.356637932,0.006181253,genetic,APOE,0.975784285,No,No,DNAm,Model 1 (n=709)
PRSS2,APOE,0.032041252,0.039671751,0.419568023,0.005892643,genetic,APOE,0.975784285,No,No,DNAm,Model 1 (n=709)
NOTCH1,APOE,0.055294392,0.040938949,0.17725332,0.007593882,genetic,APOE,0.975784285,No,No,DNAm,Model 1 (n=709)
ICAM5,APOE,0.033467686,0.038917469,0.390109721,0.006019466,genetic,APOE,0.975784285,No,No,DNAm,Model 1 (n=709)
S100A9,APOE,0.001142654,0.039171328,0.976736983,0.00494444,genetic,APOE,0.991356892,No,No,DNAm,Model 1 (n=709)
OMD,APOE,-0.028437458,0.04298306,0.508452746,0.005580489,genetic,APOE,0.975784285,No,No,DNAm,Model 1 (n=709)
SEMA3E,APOE,-0.018266039,0.038288405,0.633468791,0.005274665,genetic,APOE,0.975784285,No,No,DNAm,Model 1 (n=709)
SPOCK2,APOE,-0.024904471,0.038344782,0.516241439,0.005557388,genetic,APOE,0.975784285,No,No,DNAm,Model 1 (n=709)
CRTAM,processing_speed,-0.027472367,0.03458493,0.427263809,0.199097445,cognitive,processing speed,0.578326786,No,No,DNAm,Model 1 (n=709)
EZR,processing_speed,0.052449292,0.03387067,0.121949959,0.201112158,cognitive,processing speed,0.308674576,No,No,DNAm,Model 1 (n=709)
FcRL2,processing_speed,-9.71E-05,0.033979041,0.997721901,0.198375516,cognitive,processing speed,0.997721901,No,No,DNAm,Model 1 (n=709)
G.CSF,processing_speed,-0.053020289,0.034482889,0.124602581,0.201073777,cognitive,processing speed,0.308674576,No,No,DNAm,Model 1 (n=709)
GDF.8,processing_speed,0.05241215,0.034604947,0.130328796,0.200993928,cognitive,processing speed,0.308822582,No,No,DNAm,Model 1 (n=709)
GZMA_olink,processing_speed,0.028726223,0.034012986,0.398641569,0.199191521,cognitive,processing speed,0.564310792,No,No,DNAm,Model 1 (n=709)
N.CDase,processing_speed,-0.012485369,0.033891434,0.712691548,0.198530892,cognitive,processing speed,0.792687538,No,No,DNAm,Model 1 (n=709)
NEP,processing_speed,-0.040892222,0.034041733,0.230065195,0.200024567,cognitive,processing speed,0.438859543,No,No,DNAm,Model 1 (n=709)
NMNAT1,processing_speed,0.069090856,0.033878768,0.041789591,0.203110138,cognitive,processing speed,0.133972513,Yes,No,DNAm,Model 1 (n=709)
NTRK3_olink,processing_speed,0.098454879,0.034704232,0.004686073,0.207487589,cognitive,processing speed,0.030046,Yes,Yes,DNAm,Model 1 (n=709)
SIGLEC1,processing_speed,-0.11591289,0.03415303,0.00072781,0.211352965,cognitive,processing speed,0.011121767,Yes,Yes,DNAm,Model 1 (n=709)
SKR3,processing_speed,-0.115331802,0.034092279,0.000757093,0.211270354,cognitive,processing speed,0.011121767,Yes,Yes,DNAm,Model 1 (n=709)
SMPD1,processing_speed,-0.004056837,0.033765981,0.904402208,0.198392037,cognitive,processing speed,0.947883083,No,No,DNAm,Model 1 (n=709)
CCL11,processing_speed,-0.071633012,0.033737432,0.034083112,0.203505152,cognitive,processing speed,0.119840619,Yes,No,DNAm,Model 1 (n=709)
CD6,processing_speed,-0.017770877,0.034182096,0.60330569,0.19868491,cognitive,processing speed,0.691508023,No,No,DNAm,Model 1 (n=709)
CXCL10_olink,processing_speed,-0.036511517,0.034556609,0.291071835,0.199651882,cognitive,processing speed,0.481527706,No,No,DNAm,Model 1 (n=709)
CXCL11_olink,processing_speed,-0.023459097,0.034131498,0.492111778,0.198916126,cognitive,processing speed,0.589452569,No,No,DNAm,Model 1 (n=709)
CXCL9,processing_speed,-0.105328315,0.035083258,0.002775436,0.208566275,cognitive,processing speed,0.024978582,Yes,Yes,DNAm,Model 1 (n=709)
EN.RAGE,processing_speed,0.024465895,0.033900082,0.470716192,0.19897154,cognitive,processing speed,0.580271595,No,No,DNAm,Model 1 (n=709)
FGF.21,processing_speed,-0.098625421,0.034180413,0.004028958,0.207797896,cognitive,processing speed,0.027447277,Yes,Yes,DNAm,Model 1 (n=709)
HGF,processing_speed,-0.050791211,0.034152958,0.137420534,0.200900286,cognitive,processing speed,0.318698684,No,No,DNAm,Model 1 (n=709)
MMP.1_olink,processing_speed,-0.081377482,0.0347709,0.019543532,0.204599433,cognitive,processing speed,0.078897961,Yes,No,DNAm,Model 1 (n=709)
OSM,processing_speed,0.025174494,0.033858467,0.457415556,0.199008089,cognitive,processing speed,0.580271595,No,No,DNAm,Model 1 (n=709)
TGF.alpha,processing_speed,-0.028860576,0.034120739,0.397932828,0.199193976,cognitive,processing speed,0.564310792,No,No,DNAm,Model 1 (n=709)
VEGFA,processing_speed,-0.072212186,0.034326366,0.035761294,0.203411686,cognitive,processing speed,0.119933101,Yes,No,DNAm,Model 1 (n=709)
CCL21,processing_speed,-0.016997551,0.03977284,0.669244348,0.198584609,cognitive,processing speed,0.752037464,No,No,DNAm,Model 1 (n=709)
MMP9,processing_speed,-0.052753953,0.034804845,0.130044828,0.200997795,cognitive,processing speed,0.308822582,No,No,DNAm,Model 1 (n=709)
MPO,processing_speed,0.029888485,0.033911513,0.378421801,0.199264103,cognitive,processing speed,0.564310792,No,No,DNAm,Model 1 (n=709)
NTRK3,processing_speed,0.116125682,0.034542068,0.000816276,0.211112788,cognitive,processing speed,0.011121767,Yes,Yes,DNAm,Model 1 (n=709)
TNFRSF17,processing_speed,-0.031338705,0.035565368,0.378534814,0.199263682,cognitive,processing speed,0.564310792,No,No,DNAm,Model 1 (n=709)
MIA,processing_speed,0.036340463,0.034430075,0.291567235,0.199649266,cognitive,processing speed,0.481527706,No,No,DNAm,Model 1 (n=709)
CCL25,processing_speed,-0.044099726,0.034328332,0.199341263,0.200260963,cognitive,processing speed,0.406230917,No,No,DNAm,Model 1 (n=709)
IGFBP1,processing_speed,0.051271042,0.045011086,0.255061161,0.199858619,cognitive,processing speed,0.471214686,No,No,DNAm,Model 1 (n=709)
LTF,processing_speed,0.041421137,0.034738593,0.233521592,0.200000349,cognitive,processing speed,0.438859543,No,No,DNAm,Model 1 (n=709)
BCAM,processing_speed,0.05395698,0.033802159,0.110882444,0.201282883,cognitive,processing speed,0.287766343,No,No,DNAm,Model 1 (n=709)
EDA,processing_speed,0.062791423,0.034537867,0.069484431,0.202142863,cognitive,processing speed,0.204697377,No,No,DNAm,Model 1 (n=709)
C5,processing_speed,-0.04548463,0.03555721,0.201252014,0.200245038,cognitive,processing speed,0.406230917,No,No,DNAm,Model 1 (n=709)
GHR,processing_speed,-0.03097284,0.034957135,0.375909184,0.199273507,cognitive,processing speed,0.564310792,No,No,DNAm,Model 1 (n=709)
IGFBP4,processing_speed,-0.075070399,0.034649011,0.030602404,0.20371532,cognitive,processing speed,0.111188735,Yes,No,DNAm,Model 1 (n=709)
CLEC11A,processing_speed,-0.046035006,0.035943283,0.200699356,0.200249626,cognitive,processing speed,0.406230917,No,No,DNAm,Model 1 (n=709)
VCAM1,processing_speed,-0.033261581,0.041460616,0.422683396,0.199111863,cognitive,processing speed,0.578326786,No,No,DNAm,Model 1 (n=709)
LGALS4,processing_speed,-0.002479897,0.035788111,0.944775491,0.198381005,cognitive,processing speed,0.962434846,No,No,DNAm,Model 1 (n=709)
CD209,processing_speed,0.093638101,0.036989565,0.011576183,0.205647641,cognitive,processing speed,0.057354726,Yes,No,DNAm,Model 1 (n=709)
IL19,processing_speed,0.025082016,0.035033008,0.474258621,0.198962084,cognitive,processing speed,0.580271595,No,No,DNAm,Model 1 (n=709)
CXCL11,processing_speed,-0.086264319,0.034891378,0.013658726,0.205314926,cognitive,processing speed,0.062033383,Yes,No,DNAm,Model 1 (n=709)
MRC2,processing_speed,0.008701161,0.034147282,0.798942606,0.198449855,cognitive,processing speed,0.862225189,No,No,DNAm,Model 1 (n=709)
CCL18,processing_speed,-0.110007641,0.045259127,0.015323273,0.205084483,cognitive,processing speed,0.066809471,Yes,No,DNAm,Model 1 (n=709)
RETN,processing_speed,-0.026967702,0.034134146,0.429765777,0.199089667,cognitive,processing speed,0.578326786,No,No,DNAm,Model 1 (n=709)
C9,processing_speed,-0.01056593,0.034771214,0.761317213,0.198481235,cognitive,processing speed,0.838217942,No,No,DNAm,Model 1 (n=709)
RARRES2,processing_speed,-0.109020781,0.036580025,0.002979097,0.208419984,cognitive,processing speed,0.024978582,Yes,Yes,DNAm,Model 1 (n=709)
TNFRSF1B,processing_speed,-0.035982268,0.040959387,0.379981206,0.199258311,cognitive,processing speed,0.564310792,No,No,DNAm,Model 1 (n=709)
IDUA,processing_speed,-0.029128752,0.034261786,0.395514627,0.199202398,cognitive,processing speed,0.564310792,No,No,DNAm,Model 1 (n=709)
ADAMTS13,processing_speed,0.083588865,0.035388698,0.018448364,0.2047141,cognitive,processing speed,0.077341219,Yes,No,DNAm,Model 1 (n=709)
F7,processing_speed,0.037807523,0.034342137,0.271315254,0.19976106,cognitive,processing speed,0.481527706,No,No,DNAm,Model 1 (n=709)
GNLY,processing_speed,-0.003474968,0.03680167,0.924799219,0.198385717,cognitive,processing speed,0.950972782,No,No,DNAm,Model 1 (n=709)
PIGR,processing_speed,-0.109736572,0.033813615,0.001228948,0.210257978,cognitive,processing speed,0.013395537,Yes,Yes,DNAm,Model 1 (n=709)
WFIKKN2,processing_speed,0.093579624,0.037501087,0.01281127,0.205443589,cognitive,processing speed,0.060714279,Yes,No,DNAm,Model 1 (n=709)
FCER2,processing_speed,-0.005454869,0.034120552,0.873029225,0.198404775,cognitive,processing speed,0.932942995,No,No,DNAm,Model 1 (n=709)
CD48,processing_speed,-0.036297301,0.034897727,0.298650226,0.199612469,cognitive,processing speed,0.4858638,No,No,DNAm,Model 1 (n=709)
CD5L,processing_speed,-0.04402859,0.03583454,0.219610908,0.200100563,cognitive,processing speed,0.43522889,No,No,DNAm,Model 1 (n=709)
CNTN4,processing_speed,0.078618774,0.035216389,0.025900871,0.204042526,cognitive,processing speed,0.097351551,Yes,No,DNAm,Model 1 (n=709)
FCGR3B,processing_speed,-0.079375308,0.03547324,0.025560294,0.204068579,cognitive,processing speed,0.097351551,Yes,No,DNAm,Model 1 (n=709)
SERPIND1,processing_speed,-0.067663864,0.035829771,0.059374552,0.202438924,cognitive,processing speed,0.17977295,No,No,DNAm,Model 1 (n=709)
LY9,processing_speed,-0.027405304,0.038054182,0.471663582,0.198969,cognitive,processing speed,0.580271595,No,No,DNAm,Model 1 (n=709)
THBS2,processing_speed,-0.099611581,0.036074825,0.005908946,0.207012832,cognitive,processing speed,0.035781952,Yes,Yes,DNAm,Model 1 (n=709)
ACY1,processing_speed,-0.031298674,0.042838776,0.465258496,0.198986335,cognitive,processing speed,0.580271595,No,No,DNAm,Model 1 (n=709)
BMP1,processing_speed,0.035456411,0.043692032,0.417350138,0.199128948,cognitive,processing speed,0.578326786,No,No,DNAm,Model 1 (n=709)
TPSB2,processing_speed,0.101892968,0.033847172,0.00270301,0.208620936,cognitive,processing speed,0.024978582,Yes,Yes,DNAm,Model 1 (n=709)
GZMA,processing_speed,-0.041412991,0.034381144,0.228793327,0.200033589,cognitive,processing speed,0.438859543,No,No,DNAm,Model 1 (n=709)
INSR,processing_speed,0.036635941,0.034404913,0.287312688,0.199671921,cognitive,processing speed,0.481527706,No,No,DNAm,Model 1 (n=709)
SELE,processing_speed,-0.055886464,0.04322601,0.196475751,0.200285184,cognitive,processing speed,0.406230917,No,No,DNAm,Model 1 (n=709)
MPL,processing_speed,-0.009947231,0.034892195,0.775663568,0.198468568,cognitive,processing speed,0.845473289,No,No,DNAm,Model 1 (n=709)
B2M,processing_speed,-0.167917462,0.043554341,0.000126202,0.215043239,cognitive,processing speed,0.003921837,Yes,Yes,DNAm,Model 1 (n=709)
LTA.LTB,processing_speed,0.005357458,0.049347331,0.913577595,0.198389004,cognitive,processing speed,0.948380551,No,No,DNAm,Model 1 (n=709)
CCL22,processing_speed,-0.025275406,0.033811215,0.45498567,0.199014948,cognitive,processing speed,0.580271595,No,No,DNAm,Model 1 (n=709)
CCL17,processing_speed,-0.067743517,0.034178614,0.04786499,0.202849229,cognitive,processing speed,0.149065254,Yes,No,DNAm,Model 1 (n=709)
ADIPOQ,processing_speed,-0.040280697,0.070871401,0.569970644,0.19874527,cognitive,processing speed,0.660923407,No,No,DNAm,Model 1 (n=709)
CHIT1,processing_speed,-0.031636752,0.050690923,0.532758171,0.198821322,cognitive,processing speed,0.624415491,No,No,DNAm,Model 1 (n=709)
HGFAC,processing_speed,-0.036476539,0.033800481,0.280882676,0.19970698,cognitive,processing speed,0.481527706,No,No,DNAm,Model 1 (n=709)
ESM1,processing_speed,0.036412813,0.034376122,0.289852556,0.199658345,cognitive,processing speed,0.481527706,No,No,DNAm,Model 1 (n=709)
CXCL10,processing_speed,-0.049307714,0.037036472,0.18351432,0.200400134,cognitive,processing speed,0.400061217,No,No,DNAm,Model 1 (n=709)
PAPPA,processing_speed,0.005080786,0.034220717,0.882013778,0.19840075,cognitive,processing speed,0.933393221,No,No,DNAm,Model 1 (n=709)
SERPINA3,processing_speed,0.03930615,0.03512835,0.263553998,0.199806713,cognitive,processing speed,0.478789762,No,No,DNAm,Model 1 (n=709)
MMP2,processing_speed,0.061292013,0.037205172,0.099923465,0.201471454,cognitive,processing speed,0.265650188,No,No,DNAm,Model 1 (n=709)
CRP,processing_speed,-0.178249337,0.035112433,4.93E-07,0.226840119,cognitive,processing speed,5.38E-05,Yes,Yes,DNAm,Model 1 (n=709)
MST1,processing_speed,-0.060243073,0.033849939,0.075557195,0.201986367,cognitive,processing speed,0.216729849,No,No,DNAm,Model 1 (n=709)
ENPP7,processing_speed,0.017344102,0.033896217,0.609034589,0.198675224,cognitive,processing speed,0.691508023,No,No,DNAm,Model 1 (n=709)
C4A.C4B,processing_speed,-0.025909521,0.034173395,0.448599512,0.199033254,cognitive,processing speed,0.580271595,No,No,DNAm,Model 1 (n=709)
MMP12,processing_speed,-0.199529682,0.049253506,5.67E-05,0.216738747,cognitive,processing speed,0.003089448,Yes,Yes,DNAm,Model 1 (n=709)
NCAM1,processing_speed,0.121900568,0.03490377,0.000508642,0.212104459,cognitive,processing speed,0.011088385,Yes,Yes,DNAm,Model 1 (n=709)
CLEC11A.1,processing_speed,-0.047830083,0.035824228,0.182267075,0.20041169,cognitive,processing speed,0.400061217,No,No,DNAm,Model 1 (n=709)
SLITRK5,processing_speed,0.104386203,0.039775091,0.008869181,0.206186108,cognitive,processing speed,0.050881089,Yes,No,DNAm,Model 1 (n=709)
AFM,processing_speed,-0.097179874,0.03366111,0.004009139,0.207808037,cognitive,processing speed,0.027447277,Yes,Yes,DNAm,Model 1 (n=709)
SELL,processing_speed,0.102799454,0.039939602,0.010261285,0.205890978,cognitive,processing speed,0.055211758,Yes,No,DNAm,Model 1 (n=709)
LYZ,processing_speed,-0.058469712,0.034944215,0.094728798,0.201568887,cognitive,processing speed,0.258135976,No,No,DNAm,Model 1 (n=709)
MMP1,processing_speed,-0.08989136,0.035096246,0.010637128,0.205818308,cognitive,processing speed,0.055211758,Yes,No,DNAm,Model 1 (n=709)
SHBG,processing_speed,0.04486655,0.052363948,0.391836838,0.19921535,cognitive,processing speed,0.564310792,No,No,DNAm,Model 1 (n=709)
STC1,processing_speed,-0.049514248,0.069917049,0.47906574,0.198949433,cognitive,processing speed,0.580271595,No,No,DNAm,Model 1 (n=709)
GP1BA,processing_speed,0.100017875,0.034115047,0.003480164,0.208099306,cognitive,processing speed,0.027095561,Yes,Yes,DNAm,Model 1 (n=709)
LGALS3BP,processing_speed,-0.034177078,0.034437409,0.321325637,0.199501851,cognitive,processing speed,0.515066094,No,No,DNAm,Model 1 (n=709)
CD163,processing_speed,-0.059112779,0.034595978,0.087957157,0.20170499,cognitive,processing speed,0.245828976,No,No,DNAm,Model 1 (n=709)
FAP,processing_speed,0.045835119,0.034177449,0.180325418,0.200429864,cognitive,processing speed,0.400061217,No,No,DNAm,Model 1 (n=709)
PRSS2,processing_speed,-0.000946688,0.03532863,0.978629579,0.198376329,cognitive,processing speed,0.987690964,No,No,DNAm,Model 1 (n=709)
NOTCH1,processing_speed,0.137272164,0.03591246,0.000143921,0.214765396,cognitive,processing speed,0.003921837,Yes,Yes,DNAm,Model 1 (n=709)
ICAM5,processing_speed,-0.032761576,0.034358482,0.340654682,0.199415357,cognitive,processing speed,0.538135658,No,No,DNAm,Model 1 (n=709)
S100A9,processing_speed,-0.024718188,0.034908119,0.479123335,0.198949282,cognitive,processing speed,0.580271595,No,No,DNAm,Model 1 (n=709)
OMD,processing_speed,0.079664193,0.037981081,0.036310021,0.203382116,cognitive,processing speed,0.119933101,Yes,No,DNAm,Model 1 (n=709)
SEMA3E,processing_speed,0.112295532,0.033982252,0.000999807,0.210688706,cognitive,processing speed,0.012108778,Yes,Yes,DNAm,Model 1 (n=709)
SPOCK2,processing_speed,0.022362237,0.034168711,0.513027012,0.198865715,cognitive,processing speed,0.607825481,No,No,DNAm,Model 1 (n=709)
CRTAM,executive_function,0.014962252,0.038377439,0.696749831,0.008826569,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
EZR,executive_function,0.058071162,0.037645769,0.123384964,0.011952163,cognitive,executive function,0.747164503,No,No,DNAm,Model 1 (n=709)
FcRL2,executive_function,0.042603931,0.037673747,0.258496918,0.010410212,cognitive,executive function,0.963067565,No,No,DNAm,Model 1 (n=709)
G.CSF,executive_function,-0.087786233,0.038187526,0.021807229,0.015998963,cognitive,executive function,0.475397582,Yes,No,DNAm,Model 1 (n=709)
GDF.8,executive_function,0.001146155,0.038407023,0.976201259,0.00861382,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
GZMA_olink,executive_function,0.026457225,0.037723388,0.483317596,0.009304771,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
N.CDase,executive_function,-0.018906271,0.037664424,0.615848189,0.008967269,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
NEP,executive_function,0.022427362,0.03784793,0.55366252,0.009106793,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
NMNAT1,executive_function,0.029026698,0.037734197,0.442008154,0.009445155,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
NTRK3_olink,executive_function,-0.016465634,0.03867438,0.670419837,0.008867759,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
SIGLEC1,executive_function,-0.013359236,0.038121179,0.72611236,0.008785478,cognitive,executive function,0.979344419,No,No,DNAm,Model 1 (n=709)
SKR3,executive_function,-0.068597135,0.037914612,0.070838081,0.013200898,cognitive,executive function,0.62382934,No,No,DNAm,Model 1 (n=709)
SMPD1,executive_function,0.031573747,0.037513606,0.40026343,0.009609138,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
CCL11,executive_function,0.028600118,0.037590389,0.447009842,0.009427075,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
CD6,executive_function,0.067532084,0.037901044,0.075212803,0.01306333,cognitive,executive function,0.62382934,No,No,DNAm,Model 1 (n=709)
CXCL10_olink,executive_function,-0.028282449,0.038272765,0.460171133,0.009380968,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
CXCL11_olink,executive_function,-0.031367491,0.037748293,0.406275416,0.009583992,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
CXCL9,executive_function,-0.017838257,0.039206112,0.649259128,0.008904,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
EN.RAGE,executive_function,0.02663076,0.037580636,0.478788785,0.009319209,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
FGF.21,executive_function,0.053624313,0.038131305,0.160074274,0.011389801,cognitive,executive function,0.793095266,No,No,DNAm,Model 1 (n=709)
HGF,executive_function,0.016588954,0.03797395,0.66235345,0.008881236,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
MMP.1_olink,executive_function,-0.015442569,0.038668606,0.689751474,0.008837106,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
OSM,executive_function,0.013063114,0.037512624,0.727769706,0.008783306,cognitive,executive function,0.979344419,No,No,DNAm,Model 1 (n=709)
TGF.alpha,executive_function,-0.003802218,0.037874261,0.920062846,0.008626758,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
VEGFA,executive_function,0.00095085,0.038220383,0.980159264,0.008613438,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
CCL21,executive_function,-0.006965906,0.044051726,0.874399597,0.008647777,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
MMP9,executive_function,-0.019104652,0.038583778,0.620650683,0.0089577,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
MPO,executive_function,-0.049486474,0.037519457,0.187613021,0.011056328,cognitive,executive function,0.854450996,No,No,DNAm,Model 1 (n=709)
NTRK3,executive_function,0.021176949,0.038671954,0.584136828,0.009034671,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
TNFRSF17,executive_function,0.005826693,0.039472558,0.882689854,0.00864325,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
MIA,executive_function,-0.009912056,0.037919301,0.793861505,0.008708779,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
CCL25,executive_function,0.068363876,0.038086102,0.073085372,0.013129128,cognitive,executive function,0.62382934,No,No,DNAm,Model 1 (n=709)
IGFBP1,executive_function,-0.025016404,0.049935907,0.61654865,0.008965863,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
LTF,executive_function,-0.01603804,0.038592343,0.677847145,0.008855711,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
BCAM,executive_function,0.04232887,0.037488287,0.259230744,0.010404686,cognitive,executive function,0.963067565,No,No,DNAm,Model 1 (n=709)
EDA,executive_function,0.011190936,0.038434546,0.771008084,0.008731939,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
C5,executive_function,-0.042958256,0.039232008,0.27389995,0.010298125,cognitive,executive function,0.963067565,No,No,DNAm,Model 1 (n=709)
GHR,executive_function,-0.036824288,0.03875479,0.342343445,0.009882357,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
IGFBP4,executive_function,-0.03832806,0.038480246,0.319570475,0.010007704,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
CLEC11A,executive_function,0.012349671,0.03986554,0.756817566,0.008747688,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
VCAM1,executive_function,0.039501894,0.045624835,0.386895859,0.009667054,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
LGALS4,executive_function,0.010616821,0.039777987,0.78962285,0.008712873,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
CD209,executive_function,0.0218566,0.04122815,0.59618357,0.009008183,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
IL19,executive_function,0.089773969,0.038723586,0.020717126,0.016123907,cognitive,executive function,0.475397582,Yes,No,DNAm,Model 1 (n=709)
CXCL11,executive_function,0.002718665,0.038756781,0.944096725,0.008619495,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
MRC2,executive_function,0.067509499,0.037825522,0.074730664,0.013078066,cognitive,executive function,0.62382934,No,No,DNAm,Model 1 (n=709)
CCL18,executive_function,-0.131117891,0.050035442,0.008969454,0.018189434,cognitive,executive function,0.475397582,Yes,No,DNAm,Model 1 (n=709)
RETN,executive_function,0.005393213,0.03793831,0.886996325,0.008641024,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
C9,executive_function,-0.055206348,0.038443372,0.151434191,0.011508146,cognitive,executive function,0.786015565,No,No,DNAm,Model 1 (n=709)
RARRES2,executive_function,-0.041919179,0.040795685,0.30451939,0.010097192,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
TNFRSF1B,executive_function,0.001724352,0.045430502,0.969733661,0.008614595,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
IDUA,executive_function,-0.036375936,0.037714605,0.335123848,0.009920863,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
ADAMTS13,executive_function,0.060926659,0.039301203,0.121531112,0.011985391,cognitive,executive function,0.747164503,No,No,DNAm,Model 1 (n=709)
F7,executive_function,0.050197112,0.038103412,0.188135999,0.011050552,cognitive,executive function,0.854450996,No,No,DNAm,Model 1 (n=709)
GNLY,executive_function,0.037969354,0.040779193,0.352122944,0.009831908,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
PIGR,executive_function,-0.002014532,0.037667407,0.957362966,0.008616594,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
WFIKKN2,executive_function,0.009847601,0.041879653,0.814168089,0.008690422,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
FCER2,executive_function,0.013710547,0.037832139,0.717158349,0.008797483,cognitive,executive function,0.979344419,No,No,DNAm,Model 1 (n=709)
CD48,executive_function,0.096845693,0.038459738,0.012019478,0.017462186,cognitive,executive function,0.475397582,Yes,No,DNAm,Model 1 (n=709)
CD5L,executive_function,-0.009131867,0.039637562,0.817860184,0.008687304,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
CNTN4,executive_function,-0.003750711,0.039276859,0.923949504,0.008625408,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
FCGR3B,executive_function,-0.023628376,0.039422245,0.549121293,0.009118198,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
SERPIND1,executive_function,0.002423793,0.039806253,0.951464291,0.008617787,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
LY9,executive_function,0.02294153,0.042157814,0.586488436,0.009029413,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
THBS2,executive_function,-0.027809024,0.040247852,0.489828292,0.009284401,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
ACY1,executive_function,0.058933444,0.047426303,0.214417184,0.010782289,cognitive,executive function,0.898902811,No,No,DNAm,Model 1 (n=709)
BMP1,executive_function,0.018955571,0.048402365,0.695453909,0.008828498,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
TPSB2,executive_function,0.018587054,0.037584056,0.621074745,0.008956863,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
GZMA,executive_function,0.032743927,0.038205818,0.391714243,0.009645852,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
INSR,executive_function,-0.018038443,0.038135884,0.636356609,0.008927532,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
SELE,executive_function,-0.087333356,0.047704752,0.067567055,0.013309832,cognitive,executive function,0.62382934,No,No,DNAm,Model 1 (n=709)
MPL,executive_function,0.004442847,0.038587101,0.908368462,0.008631234,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
B2M,executive_function,-0.037410457,0.048783067,0.443413629,0.009440043,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
LTA.LTB,executive_function,-0.012144887,0.0546902,0.824326151,0.008682006,cognitive,executive function,0.987123792,No,No,DNAm,Model 1 (n=709)
CCL22,executive_function,0.030244054,0.037585462,0.421279327,0.009523552,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
CCL17,executive_function,-0.061697398,0.037634508,0.101580128,0.012382877,cognitive,executive function,0.692014621,No,No,DNAm,Model 1 (n=709)
ADIPOQ,executive_function,0.045995893,0.07820527,0.55662484,0.009099448,cognitive,executive function,0.973663225,No,No,DNAm,Model 1 (n=709)
