DNAm,metric,estimate,std.error,p.value,r2,modality,brain_metric,pFDR,significance,FDR_significance,omic_type,model
IGFBP4,processing_speed,-0.052037238,0.03673104,0.157065119,0.253360012,cognitive,processing speed,0.632687607,No,No,DNAm,Model 3 Lifestyle (n=709)
CLEC11A,processing_speed,-0.041483421,0.036947485,0.261966848,0.252471485,cognitive,processing speed,0.696448448,No,No,DNAm,Model 3 Lifestyle (n=709)
VCAM1,processing_speed,-0.026411504,0.042670699,0.536167132,0.251424281,cognitive,processing speed,0.885488142,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS4,processing_speed,0.015280253,0.036670443,0.677047091,0.251173851,cognitive,processing speed,0.905823721,No,No,DNAm,Model 3 Lifestyle (n=709)
CD209,processing_speed,0.056956923,0.038484947,0.139381851,0.25357784,cognitive,processing speed,0.632687607,No,No,DNAm,Model 3 Lifestyle (n=709)
IL19,processing_speed,0.004785104,0.035298511,0.892211858,0.250988139,cognitive,processing speed,0.962882104,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11,processing_speed,-0.05948009,0.036554449,0.104205438,0.254120843,cognitive,processing speed,0.58607117,No,No,DNAm,Model 3 Lifestyle (n=709)
MRC2,processing_speed,-0.002997128,0.034877024,0.931546222,0.250974987,cognitive,processing speed,0.98581105,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL18,processing_speed,-0.060373595,0.047974017,0.208692981,0.252856368,cognitive,processing speed,0.649929569,No,No,DNAm,Model 3 Lifestyle (n=709)
RETN,processing_speed,-0.027842492,0.0351969,0.429214675,0.25171415,cognitive,processing speed,0.831628745,No,No,DNAm,Model 3 Lifestyle (n=709)
C9,processing_speed,0.016600438,0.035410408,0.639375024,0.251229028,cognitive,processing speed,0.905823721,No,No,DNAm,Model 3 Lifestyle (n=709)
RARRES2,processing_speed,-0.049537023,0.038872324,0.203011558,0.252904272,cognitive,processing speed,0.649929569,No,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF1B,processing_speed,-0.020341695,0.041925035,0.627709858,0.251247724,cognitive,processing speed,0.905823721,No,No,DNAm,Model 3 Lifestyle (n=709)
IDUA,processing_speed,-0.00624469,0.035233331,0.859378663,0.251003737,cognitive,processing speed,0.952621128,No,No,DNAm,Model 3 Lifestyle (n=709)
ADAMTS13,processing_speed,0.036597402,0.036823328,0.320672794,0.252146192,cognitive,processing speed,0.812868245,No,No,DNAm,Model 3 Lifestyle (n=709)
F7,processing_speed,0.02508397,0.03531252,0.477756541,0.251569422,cognitive,processing speed,0.831628745,No,No,DNAm,Model 3 Lifestyle (n=709)
GNLY,processing_speed,-0.017351708,0.038432122,0.651793003,0.251209978,cognitive,processing speed,0.905823721,No,No,DNAm,Model 3 Lifestyle (n=709)
PIGR,processing_speed,-0.026996024,0.04790907,0.573306718,0.251345878,cognitive,processing speed,0.889068581,No,No,DNAm,Model 3 Lifestyle (n=709)
WFIKKN2,processing_speed,0.013081413,0.041535215,0.752906455,0.25108482,cognitive,processing speed,0.921191863,No,No,DNAm,Model 3 Lifestyle (n=709)
FCER2,processing_speed,-0.026765651,0.035447537,0.450486237,0.251647729,cognitive,processing speed,0.831628745,No,No,DNAm,Model 3 Lifestyle (n=709)
CD48,processing_speed,-0.025256541,0.035945662,0.482546841,0.251556406,cognitive,processing speed,0.831628745,No,No,DNAm,Model 3 Lifestyle (n=709)
CD5L,processing_speed,-0.034469627,0.037024485,0.352214798,0.252001821,cognitive,processing speed,0.816838574,No,No,DNAm,Model 3 Lifestyle (n=709)
CNTN4,processing_speed,0.020203892,0.037203083,0.587274659,0.251318875,cognitive,processing speed,0.889068581,No,No,DNAm,Model 3 Lifestyle (n=709)
FCGR3B,processing_speed,-0.06728736,0.036738646,0.067498841,0.254958485,cognitive,processing speed,0.536605088,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPIND1,processing_speed,0.008348583,0.042162378,0.843101322,0.251013062,cognitive,processing speed,0.952621128,No,No,DNAm,Model 3 Lifestyle (n=709)
LY9,processing_speed,-0.052293577,0.040050085,0.192132694,0.253000549,cognitive,processing speed,0.6492892,No,No,DNAm,Model 3 Lifestyle (n=709)
THBS2,processing_speed,-0.060008383,0.037801441,0.112912794,0.253969387,cognitive,processing speed,0.58607117,No,No,DNAm,Model 3 Lifestyle (n=709)
ACY1,processing_speed,0.013917333,0.044919732,0.75679584,0.251080993,cognitive,processing speed,0.921191863,No,No,DNAm,Model 3 Lifestyle (n=709)
BMP1,processing_speed,0.053385259,0.045194117,0.237954564,0.252632013,cognitive,processing speed,0.68255388,No,No,DNAm,Model 3 Lifestyle (n=709)
TPSB2,processing_speed,0.108225967,0.034791444,0.00195128,0.262368212,cognitive,processing speed,0.082798626,Yes,No,DNAm,Model 3 Lifestyle (n=709)
GZMA,processing_speed,-0.03650883,0.03543476,0.303261853,0.252234177,cognitive,processing speed,0.787036715,No,No,DNAm,Model 3 Lifestyle (n=709)
INSR,processing_speed,0.00411396,0.036294937,0.909790965,0.250981524,cognitive,processing speed,0.9722276,No,No,DNAm,Model 3 Lifestyle (n=709)
SELE,processing_speed,0.006289074,0.046112923,0.891561408,0.250988407,cognitive,processing speed,0.962882104,No,No,DNAm,Model 3 Lifestyle (n=709)
MPL,processing_speed,-0.026109046,0.03558548,0.46340664,0.251609713,cognitive,processing speed,0.831628745,No,No,DNAm,Model 3 Lifestyle (n=709)
B2M,processing_speed,-0.153660703,0.044812099,0.000645592,0.264775734,cognitive,processing speed,0.070369479,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LTA.LTB,processing_speed,-0.035423067,0.051083703,0.488295777,0.251541063,cognitive,processing speed,0.831628745,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL22,processing_speed,0.018957522,0.036891581,0.607523355,0.251281981,cognitive,processing speed,0.905823721,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL17,processing_speed,-0.012173625,0.037219762,0.743721072,0.251094132,cognitive,processing speed,0.921191863,No,No,DNAm,Model 3 Lifestyle (n=709)
ADIPOQ,processing_speed,-0.121494043,0.074170767,0.101917654,0.254162941,cognitive,processing speed,0.58607117,No,No,DNAm,Model 3 Lifestyle (n=709)
CHIT1,processing_speed,-0.039837159,0.05206243,0.444452409,0.251666072,cognitive,processing speed,0.831628745,No,No,DNAm,Model 3 Lifestyle (n=709)
HGFAC,processing_speed,-0.02453447,0.03491957,0.482566583,0.251556353,cognitive,processing speed,0.831628745,No,No,DNAm,Model 3 Lifestyle (n=709)
ESM1,processing_speed,0.019872343,0.035545806,0.576318693,0.251339945,cognitive,processing speed,0.889068581,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10,processing_speed,-0.02932308,0.037933231,0.439803356,0.25168047,cognitive,processing speed,0.831628745,No,No,DNAm,Model 3 Lifestyle (n=709)
PAPPA,processing_speed,-0.001523634,0.034879611,0.965171287,0.250968435,cognitive,processing speed,0.999326155,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPINA3,processing_speed,0.050433566,0.036068382,0.162525257,0.253298314,cognitive,processing speed,0.632687607,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP2,processing_speed,0.016554429,0.039765087,0.677329069,0.251173467,cognitive,processing speed,0.905823721,No,No,DNAm,Model 3 Lifestyle (n=709)
CRP,processing_speed,-0.11847893,0.038669735,0.002278861,0.26203246,cognitive,processing speed,0.082798626,Yes,No,DNAm,Model 3 Lifestyle (n=709)
MST1,processing_speed,-0.048722748,0.034704131,0.160830644,0.253317207,cognitive,processing speed,0.632687607,No,No,DNAm,Model 3 Lifestyle (n=709)
ENPP7,processing_speed,0.008838776,0.034652567,0.79875401,0.25104399,cognitive,processing speed,0.938614235,No,No,DNAm,Model 3 Lifestyle (n=709)
C4A.C4B,processing_speed,-0.042674771,0.03456133,0.21738501,0.252785987,cognitive,processing speed,0.658193503,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP12,processing_speed,-0.139761228,0.057310326,0.015018135,0.258015165,cognitive,processing speed,0.204622088,Yes,No,DNAm,Model 3 Lifestyle (n=709)
NCAM1,processing_speed,0.061317839,0.038052459,0.107596004,0.254060275,cognitive,processing speed,0.58607117,No,No,DNAm,Model 3 Lifestyle (n=709)
CLEC11A.1,processing_speed,-0.050104716,0.036953116,0.175620013,0.253159505,cognitive,processing speed,0.637514042,No,No,DNAm,Model 3 Lifestyle (n=709)
SLITRK5,processing_speed,0.008698534,0.04623902,0.850842701,0.251008494,cognitive,processing speed,0.952621128,No,No,DNAm,Model 3 Lifestyle (n=709)
AFM,processing_speed,-0.083205882,0.034848674,0.017252854,0.257725822,cognitive,processing speed,0.208951237,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SELL,processing_speed,0.068256785,0.041778439,0.102807808,0.254146439,cognitive,processing speed,0.58607117,No,No,DNAm,Model 3 Lifestyle (n=709)
LYZ,processing_speed,-0.051621202,0.036413999,0.156799373,0.253363077,cognitive,processing speed,0.632687607,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP1,processing_speed,-0.057748056,0.037069014,0.119773604,0.253858824,cognitive,processing speed,0.593423763,No,No,DNAm,Model 3 Lifestyle (n=709)
SHBG,processing_speed,-0.032549088,0.055749617,0.559535476,0.251373799,cognitive,processing speed,0.889068581,No,No,DNAm,Model 3 Lifestyle (n=709)
STC1,processing_speed,0.050133112,0.074010726,0.498417477,0.251514768,cognitive,processing speed,0.835807769,No,No,DNAm,Model 3 Lifestyle (n=709)
GP1BA,processing_speed,0.087940736,0.035162783,0.012640091,0.258376234,cognitive,processing speed,0.202372922,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LGALS3BP,processing_speed,-0.001995156,0.036418474,0.956327884,0.250969743,cognitive,processing speed,0.999326155,No,No,DNAm,Model 3 Lifestyle (n=709)
CD163,processing_speed,-0.034796617,0.035666778,0.329638067,0.25210329,cognitive,processing speed,0.816603392,No,No,DNAm,Model 3 Lifestyle (n=709)
FAP,processing_speed,0.012668495,0.035524801,0.721504043,0.251118285,cognitive,processing speed,0.914464426,No,No,DNAm,Model 3 Lifestyle (n=709)
PRSS2,processing_speed,0.009998223,0.036080665,0.781789047,0.251058021,cognitive,processing speed,0.936428639,No,No,DNAm,Model 3 Lifestyle (n=709)
NOTCH1,processing_speed,0.08633123,0.038498416,0.025280789,0.256935164,cognitive,processing speed,0.275560602,Yes,No,DNAm,Model 3 Lifestyle (n=709)
ICAM5,processing_speed,0.014776732,0.037609852,0.694530611,0.251150812,cognitive,processing speed,0.905823721,No,No,DNAm,Model 3 Lifestyle (n=709)
S100A9,processing_speed,-0.001116831,0.036142854,0.975358778,0.250967294,cognitive,processing speed,0.999326155,No,No,DNAm,Model 3 Lifestyle (n=709)
OMD,processing_speed,0.032217814,0.040207261,0.42326582,0.251733628,cognitive,processing speed,0.831628745,No,No,DNAm,Model 3 Lifestyle (n=709)
SEMA3E,processing_speed,0.037733694,0.041448138,0.362970776,0.25195653,cognitive,processing speed,0.817693946,No,No,DNAm,Model 3 Lifestyle (n=709)
SPOCK2,processing_speed,0.01628397,0.035042441,0.642313048,0.251224442,cognitive,processing speed,0.905823721,No,No,DNAm,Model 3 Lifestyle (n=709)
CRTAM,executive_function,0.0420722,0.041342282,0.30923235,0.018337993,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
EZR,executive_function,0.078043144,0.039996627,0.051470976,0.022630936,cognitive,executive function,0.61362267,No,No,DNAm,Model 3 Lifestyle (n=709)
FcRL2,executive_function,0.048553424,0.039514664,0.219626416,0.019075107,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
G.CSF,executive_function,-0.07038832,0.041426406,0.089790783,0.021209637,cognitive,executive function,0.709132095,No,No,DNAm,Model 3 Lifestyle (n=709)
GDF.8,executive_function,0.002487513,0.042043895,0.952839715,0.016729756,cognitive,executive function,0.959645883,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA_olink,executive_function,0.052920963,0.040991497,0.197169243,0.019318801,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
N.CDase,executive_function,-0.042923674,0.040305287,0.287300272,0.018491239,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
NEP,executive_function,0.058707839,0.040365328,0.146329986,0.020014734,cognitive,executive function,0.736469399,No,No,DNAm,Model 3 Lifestyle (n=709)
NMNAT1,executive_function,0.018477678,0.040404566,0.647601174,0.017050598,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3_olink,executive_function,-0.046453525,0.042857421,0.278819979,0.018554544,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
SIGLEC1,executive_function,-0.029265979,0.040638713,0.471699593,0.01753306,cognitive,executive function,0.842873043,No,No,DNAm,Model 3 Lifestyle (n=709)
SKR3,executive_function,-0.051364493,0.046403437,0.268754704,0.0186329,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
SMPD1,executive_function,0.040523015,0.040793076,0.320906302,0.018262042,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL11,executive_function,0.052811952,0.043155894,0.221504671,0.019056074,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
CD6,executive_function,0.084929882,0.040092893,0.034538202,0.023678355,cognitive,executive function,0.61362267,Yes,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10_olink,executive_function,-0.024505434,0.04151495,0.555214794,0.017267806,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11_olink,executive_function,-0.033641184,0.041093855,0.413299842,0.017769161,cognitive,executive function,0.828570241,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL9,executive_function,-0.010838299,0.042240356,0.797581878,0.016827036,cognitive,executive function,0.905587757,No,No,DNAm,Model 3 Lifestyle (n=709)
EN.RAGE,executive_function,0.026718463,0.040812731,0.512925607,0.017392745,cognitive,executive function,0.873576424,No,No,DNAm,Model 3 Lifestyle (n=709)
FGF.21,executive_function,0.10047321,0.041968652,0.016956889,0.025588752,cognitive,executive function,0.462075239,Yes,No,DNAm,Model 3 Lifestyle (n=709)
HGF,executive_function,0.036307344,0.044808458,0.418085901,0.017747942,cognitive,executive function,0.828570241,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP.1_olink,executive_function,-0.004203457,0.041534378,0.91942049,0.016740278,cognitive,executive function,0.947180425,No,No,DNAm,Model 3 Lifestyle (n=709)
OSM,executive_function,0.013225573,0.041256951,0.748645657,0.016884653,cognitive,executive function,0.896729414,No,No,DNAm,Model 3 Lifestyle (n=709)
TGF.alpha,executive_function,-0.00219247,0.043313957,0.959645883,0.016728291,cognitive,executive function,0.959645883,No,No,DNAm,Model 3 Lifestyle (n=709)
VEGFA,executive_function,0.02545046,0.043735227,0.560827861,0.01725253,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL21,executive_function,0.021755937,0.047556369,0.647486078,0.017050826,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP9,executive_function,-0.008781654,0.044989715,0.845305209,0.016783754,cognitive,executive function,0.928645193,No,No,DNAm,Model 3 Lifestyle (n=709)
MPO,executive_function,-0.065498919,0.039584008,0.09848722,0.020979102,cognitive,executive function,0.709132095,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3,executive_function,0.007845113,0.044618813,0.860487747,0.01677254,cognitive,executive function,0.928645193,No,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF17,executive_function,0.017190748,0.041841961,0.6813226,0.016987673,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
MIA,executive_function,-0.019490978,0.040221063,0.628131171,0.017090673,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL25,executive_function,0.107009843,0.04124165,0.009687595,0.027120949,cognitive,executive function,0.462075239,Yes,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP1,executive_function,-0.064229637,0.054338567,0.237641055,0.018900134,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
LTF,executive_function,-0.015499174,0.041245301,0.70720669,0.016944638,cognitive,executive function,0.881671085,No,No,DNAm,Model 3 Lifestyle (n=709)
BCAM,executive_function,0.047008979,0.040370688,0.244689156,0.018835983,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
EDA,executive_function,0.010891699,0.040988229,0.79053602,0.016834486,cognitive,executive function,0.905587757,No,No,DNAm,Model 3 Lifestyle (n=709)
C5,executive_function,-0.020854427,0.042665999,0.625165235,0.017097029,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
GHR,executive_function,-0.028304168,0.04150056,0.495477634,0.017449742,cognitive,executive function,0.871081647,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP4,executive_function,-0.021290633,0.042308409,0.614982244,0.017119371,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
CLEC11A,executive_function,0.006790827,0.042495766,0.873089769,0.016764146,cognitive,executive function,0.933007695,No,No,DNAm,Model 3 Lifestyle (n=709)
VCAM1,executive_function,0.056679196,0.048627077,0.244221678,0.018840168,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS4,executive_function,0.035570817,0.042264206,0.400314534,0.017828597,cognitive,executive function,0.828570241,No,No,DNAm,Model 3 Lifestyle (n=709)
CD209,executive_function,0.016375385,0.044306194,0.711807849,0.016937447,cognitive,executive function,0.881671085,No,No,DNAm,Model 3 Lifestyle (n=709)
IL19,executive_function,0.100109299,0.040438246,0.013562716,0.026197446,cognitive,executive function,0.462075239,Yes,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11,executive_function,0.007586709,0.04198231,0.85665172,0.016775259,cognitive,executive function,0.928645193,No,No,DNAm,Model 3 Lifestyle (n=709)
MRC2,executive_function,0.074934924,0.040068741,0.061925224,0.022152889,cognitive,executive function,0.61362267,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL18,executive_function,-0.084868353,0.055042905,0.123610182,0.020420768,cognitive,executive function,0.709132095,No,No,DNAm,Model 3 Lifestyle (n=709)
RETN,executive_function,-0.016385902,0.040580105,0.686503055,0.016978704,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
C9,executive_function,-0.045400935,0.040632617,0.264269775,0.018669003,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
RARRES2,executive_function,-0.042685668,0.044807334,0.341133229,0.018138703,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF1B,executive_function,0.035418147,0.048192846,0.462658405,0.017566558,cognitive,executive function,0.840496103,No,No,DNAm,Model 3 Lifestyle (n=709)
IDUA,executive_function,-0.03822467,0.040155978,0.341510294,0.018136497,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
ADAMTS13,executive_function,0.034999198,0.042343261,0.408800066,0.017789444,cognitive,executive function,0.828570241,No,No,DNAm,Model 3 Lifestyle (n=709)
F7,executive_function,0.064453678,0.040589669,0.112803194,0.020644096,cognitive,executive function,0.709132095,No,No,DNAm,Model 3 Lifestyle (n=709)
GNLY,executive_function,0.0638585,0.044158981,0.1486452,0.019977373,cognitive,executive function,0.736469399,No,No,DNAm,Model 3 Lifestyle (n=709)
PIGR,executive_function,0.046418738,0.054889267,0.398052535,0.017839238,cognitive,executive function,0.828570241,No,No,DNAm,Model 3 Lifestyle (n=709)
WFIKKN2,executive_function,-0.026561192,0.047780851,0.578479203,0.017206361,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
FCER2,executive_function,0.02042892,0.040778709,0.616567043,0.017115841,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
CD48,executive_function,0.114257008,0.040978043,0.005459322,0.028710216,cognitive,executive function,0.462075239,Yes,No,DNAm,Model 3 Lifestyle (n=709)
CD5L,executive_function,0.018109244,0.042422272,0.669612154,0.017008622,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
CNTN4,executive_function,-0.01490069,0.042872651,0.728288997,0.016912789,cognitive,executive function,0.890275741,No,No,DNAm,Model 3 Lifestyle (n=709)
FCGR3B,executive_function,-0.020153022,0.042296848,0.633907432,0.017078487,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPIND1,executive_function,0.045810502,0.04849113,0.345164415,0.018115287,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
LY9,executive_function,0.038176878,0.046114971,0.408061586,0.017792804,cognitive,executive function,0.828570241,No,No,DNAm,Model 3 Lifestyle (n=709)
THBS2,executive_function,-0.014771496,0.043636532,0.735090061,0.016903107,cognitive,executive function,0.890275741,No,No,DNAm,Model 3 Lifestyle (n=709)
ACY1,executive_function,0.099792548,0.051444232,0.052847541,0.02256239,cognitive,executive function,0.61362267,No,No,DNAm,Model 3 Lifestyle (n=709)
BMP1,executive_function,0.039621374,0.051914214,0.445624707,0.017632572,cognitive,executive function,0.840496103,No,No,DNAm,Model 3 Lifestyle (n=709)
TPSB2,executive_function,0.017943176,0.040108003,0.654760656,0.017036564,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA,executive_function,0.064102608,0.04078885,0.116551945,0.020564051,cognitive,executive function,0.709132095,No,No,DNAm,Model 3 Lifestyle (n=709)
INSR,executive_function,-0.008830304,0.041725215,0.8324642,0.016794189,cognitive,executive function,0.928645193,No,No,DNAm,Model 3 Lifestyle (n=709)
SELE,executive_function,-0.070122503,0.052793378,0.184578382,0.019470138,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
MPL,executive_function,0.005812235,0.040832489,0.886854289,0.016755915,cognitive,executive function,0.938515704,No,No,DNAm,Model 3 Lifestyle (n=709)
B2M,executive_function,-0.039087984,0.051938443,0.451981697,0.01760748,cognitive,executive function,0.840496103,No,No,DNAm,Model 3 Lifestyle (n=709)
LTA.LTB,executive_function,-0.056333067,0.058698504,0.337573425,0.018159692,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL22,executive_function,0.039719909,0.042475529,0.350082417,0.018087215,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL17,executive_function,-0.04072215,0.042556444,0.338986099,0.018151328,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
ADIPOQ,executive_function,-0.021879948,0.084974183,0.796885106,0.016827761,cognitive,executive function,0.905587757,No,No,DNAm,Model 3 Lifestyle (n=709)
CHIT1,executive_function,-0.129588294,0.059523782,0.029844756,0.024066559,cognitive,executive function,0.61362267,Yes,No,DNAm,Model 3 Lifestyle (n=709)
HGFAC,executive_function,-0.024046725,0.040190579,0.549843171,0.0172827,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
ESM1,executive_function,0.065602474,0.04083377,0.108648904,0.020736289,cognitive,executive function,0.709132095,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10,executive_function,-0.020050863,0.043660203,0.646214467,0.017053359,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
PAPPA,executive_function,-0.051402784,0.039785808,0.196835056,0.019322671,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPINA3,executive_function,0.027513028,0.041354656,0.506105593,0.017414624,cognitive,executive function,0.873576424,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP2,executive_function,-0.008719929,0.045832589,0.849169757,0.016780784,cognitive,executive function,0.928645193,No,No,DNAm,Model 3 Lifestyle (n=709)
CRP,executive_function,-0.06922067,0.044740786,0.122329446,0.020446085,cognitive,executive function,0.709132095,No,No,DNAm,Model 3 Lifestyle (n=709)
MST1,executive_function,-0.074357235,0.039750817,0.061866201,0.02215534,cognitive,executive function,0.61362267,No,No,DNAm,Model 3 Lifestyle (n=709)
ENPP7,executive_function,0.00218709,0.039886358,0.956288863,0.016728985,cognitive,executive function,0.959645883,No,No,DNAm,Model 3 Lifestyle (n=709)
C4A.C4B,executive_function,0.004991036,0.039769908,0.9001695,0.016748873,cognitive,executive function,0.94344688,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP12,executive_function,-0.027853362,0.06625085,0.674320044,0.017000086,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
NCAM1,executive_function,0.025885724,0.043953132,0.556113144,0.017265341,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
CLEC11A.1,executive_function,-0.012718858,0.042497273,0.764820198,0.016864073,cognitive,executive function,0.90389956,No,No,DNAm,Model 3 Lifestyle (n=709)
SLITRK5,executive_function,-0.059961921,0.052737756,0.255977738,0.018737795,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
AFM,executive_function,0.075343339,0.040181647,0.061245669,0.022181268,cognitive,executive function,0.61362267,No,No,DNAm,Model 3 Lifestyle (n=709)
SELL,executive_function,0.022627369,0.048164366,0.638664187,0.017068641,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
LYZ,executive_function,-0.031171899,0.041996881,0.458216633,0.0175834,cognitive,executive function,0.840496103,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP1,executive_function,0.016305612,0.042609574,0.702089929,0.016952796,cognitive,executive function,0.881671085,No,No,DNAm,Model 3 Lifestyle (n=709)
SHBG,executive_function,-0.049393814,0.064038418,0.440809233,0.017651952,cognitive,executive function,0.840496103,No,No,DNAm,Model 3 Lifestyle (n=709)
STC1,executive_function,0.008428424,0.08507223,0.921111239,0.016739612,cognitive,executive function,0.947180425,No,No,DNAm,Model 3 Lifestyle (n=709)
GP1BA,executive_function,0.036105537,0.04073876,0.375810281,0.017948699,cognitive,executive function,0.828570241,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS3BP,executive_function,0.022993186,0.041913256,0.583481319,0.017193778,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
CD163,executive_function,0.044108883,0.041031853,0.28279017,0.018524608,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
FAP,executive_function,0.038108051,0.040739791,0.34993996,0.018088021,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
PRSS2,executive_function,0.037866571,0.041489462,0.36176038,0.018022659,cognitive,executive function,0.82149753,No,No,DNAm,Model 3 Lifestyle (n=709)
NOTCH1,executive_function,0.066755321,0.04450355,0.134115375,0.020223494,cognitive,executive function,0.730928791,No,No,DNAm,Model 3 Lifestyle (n=709)
ICAM5,executive_function,-0.017919356,0.04331173,0.679212761,0.016991378,cognitive,executive function,0.880339212,No,No,DNAm,Model 3 Lifestyle (n=709)
S100A9,executive_function,-0.051953813,0.041553058,0.211653963,0.019158106,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
OMD,executive_function,-0.061641121,0.046261185,0.183191233,0.019487542,cognitive,executive function,0.811893266,No,No,DNAm,Model 3 Lifestyle (n=709)
SEMA3E,executive_function,0.013787464,0.047394508,0.771217056,0.016856358,cognitive,executive function,0.90389956,No,No,DNAm,Model 3 Lifestyle (n=709)
SPOCK2,executive_function,0.067058455,0.040109448,0.095043207,0.021067652,cognitive,executive function,0.709132095,No,No,DNAm,Model 3 Lifestyle (n=709)
CRTAM,vocabulary,-0.046305528,0.039776522,0.244807055,0.05841213,cognitive,vocabulary,0.935582236,No,No,DNAm,Model 3 Lifestyle (n=709)
