"","DNAm","metric","estimate","std.error","p.value","r2","modality","brain_metric","pFDR","significance","FDR_significance","omic_type","model"
"445","NOTCH1","global_subcortical_volume",0.0557347973443891,0.0283730580498476,0.0498915005264437,0.531629368805278,"subcortical","global subcortical volume",0.543817355738236,"Yes","No","DNAm","Model 1 (n=709)"
"446","NEP","gFA",-0.0649250295275789,0.0305000192673621,0.03364699194785,0.406226559567746,"WM_integrity","gFA",0.12646628007985,"Yes","No","DNAm","Model 1 (n=709)"
"447","NTRK3_olink","gFA",0.0815338776080706,0.0309151464794569,0.00855108722499176,0.408368765709839,"WM_integrity","gFA",0.071697577501854,"Yes","No","DNAm","Model 1 (n=709)"
"448","SIGLEC1","gFA",-0.0666526557013661,0.0303049081442454,0.0281928351551433,0.406497858506817,"WM_integrity","gFA",0.111673927448372,"Yes","No","DNAm","Model 1 (n=709)"
"449","SKR3","gFA",-0.0814802135727177,0.0304046328320466,0.00754759906395789,0.408567749647066,"WM_integrity","gFA",0.0685573581642842,"Yes","No","DNAm","Model 1 (n=709)"
"450","CCL11","gFA",-0.082293810899649,0.0303792669779758,0.0069248300182081,0.408705307817187,"WM_integrity","gFA",0.0685573581642842,"Yes","No","DNAm","Model 1 (n=709)"
"451","FGF.21","gFA",-0.0988263664131735,0.0311526245424461,0.00158182395677582,0.411092717343835,"WM_integrity","gFA",0.028736468548094,"Yes","Yes","DNAm","Model 1 (n=709)"
"452","HGF","gFA",-0.0691747778841581,0.0306736709085046,0.0244461138102473,0.40671794827949,"WM_integrity","gFA",0.102485630973729,"Yes","No","DNAm","Model 1 (n=709)"
"453","MMP.1_olink","gFA",-0.0934476912899575,0.0312984655055355,0.00293328272518416,0.410088396799253,"WM_integrity","gFA",0.0399659771306342,"Yes","Yes","DNAm","Model 1 (n=709)"
"454","VEGFA","gFA",-0.11618622940377,0.0303594844297642,0.000141939515421877,0.415063309852443,"WM_integrity","gFA",0.00386785179524615,"Yes","Yes","DNAm","Model 1 (n=709)"
"455","NTRK3","gFA",0.100865655544732,0.0310647806540961,0.00122509554227821,0.411510276023976,"WM_integrity","gFA",0.026707082821665,"Yes","Yes","DNAm","Model 1 (n=709)"
"456","BCAM","gFA",0.060087131396437,0.0298806434766533,0.0447386327403436,0.405793838987784,"WM_integrity","gFA",0.157306805441853,"Yes","No","DNAm","Model 1 (n=709)"
"457","IGFBP4","gFA",-0.0712371376072895,0.0307854818581001,0.0209724768848838,0.406955728538869,"WM_integrity","gFA",0.102485630973729,"Yes","No","DNAm","Model 1 (n=709)"
"458","CCL18","gFA",-0.0945859642618153,0.0402208971033623,0.0189805176945609,0.407111203896091,"WM_integrity","gFA",0.10156521136258,"Yes","No","DNAm","Model 1 (n=709)"
"459","PIGR","gFA",-0.133103593157896,0.0302910254395693,1.29399071374069e-05,0.419048817876463,"WM_integrity","gFA",0.000593319912245716,"Yes","Yes","DNAm","Model 1 (n=709)"
"460","WFIKKN2","gFA",0.0763319675837793,0.0334226184845021,0.022695255064685,0.406833093643237,"WM_integrity","gFA",0.102485630973729,"Yes","No","DNAm","Model 1 (n=709)"
"461","CD5L","gFA",-0.0639680635386504,0.0318064683997989,0.0447110581247316,0.405794769070443,"WM_integrity","gFA",0.157306805441853,"Yes","No","DNAm","Model 1 (n=709)"
"462","CNTN4","gFA",0.08165533214212,0.0314335018792625,0.00959231360694486,0.408186056013619,"WM_integrity","gFA",0.0735221885320478,"Yes","No","DNAm","Model 1 (n=709)"
"463","SERPIND1","gFA",-0.137176636963804,0.0315939490330837,1.63299058416252e-05,0.418660709680491,"WM_integrity","gFA",0.000593319912245716,"Yes","Yes","DNAm","Model 1 (n=709)"
"464","CCL22","gFA",-0.0693494734873683,0.0304994814533056,0.0232964060785033,0.406792553401205,"WM_integrity","gFA",0.102485630973729,"Yes","No","DNAm","Model 1 (n=709)"
"465","CCL17","gFA",-0.0773566192819315,0.0302580757101469,0.0107922478579153,0.407999111617406,"WM_integrity","gFA",0.0735221885320478,"Yes","No","DNAm","Model 1 (n=709)"
"466","CRP","gFA",-0.096369508360573,0.0319279329955789,0.00263879985466936,0.410259938976894,"WM_integrity","gFA",0.0399659771306342,"Yes","Yes","DNAm","Model 1 (n=709)"
"467","ENPP7","gFA",-0.0683989281697371,0.0301310229694596,0.0235237516398027,0.406777502987482,"WM_integrity","gFA",0.102485630973729,"Yes","No","DNAm","Model 1 (n=709)"
"468","MMP12","gFA",-0.128260954430424,0.0439535504013637,0.0036405932040944,0.409738874405514,"WM_integrity","gFA",0.0440916288051432,"Yes","Yes","DNAm","Model 1 (n=709)"
"469","NCAM1","gFA",0.0886176959716356,0.0311629540094907,0.00459644078415984,0.409362871698605,"WM_integrity","gFA",0.0501012045473422,"Yes","No","DNAm","Model 1 (n=709)"
"470","SLITRK5","gFA",0.0883953267189748,0.03552419364312,0.0130787413865845,0.407695432996444,"WM_integrity","gFA",0.0838578124198651,"Yes","No","DNAm","Model 1 (n=709)"
"471","AFM","gFA",-0.0715519466089178,0.0302846745447932,0.0184319731857544,0.407156982938719,"WM_integrity","gFA",0.10156521136258,"Yes","No","DNAm","Model 1 (n=709)"
"472","PRSS2","gFA",-0.0732051742785204,0.0312814386260612,0.0195676095285704,0.40706369459366,"WM_integrity","gFA",0.10156521136258,"Yes","No","DNAm","Model 1 (n=709)"
"473","NOTCH1","gFA",0.0712129984135844,0.0324797999445112,0.0286868804454532,0.406471125488838,"WM_integrity","gFA",0.111673927448372,"Yes","No","DNAm","Model 1 (n=709)"
"474","ICAM5","gFA",-0.0784588924001818,0.0305582285196812,0.0104602895059509,0.40804861536761,"WM_integrity","gFA",0.0735221885320478,"Yes","No","DNAm","Model 1 (n=709)"
"475","OMD","gFA",0.0833908468944695,0.0338218279846981,0.0139300754560878,0.40759608854844,"WM_integrity","gFA",0.0843543458174203,"Yes","No","DNAm","Model 1 (n=709)"
"476","SEMA3E","gFA",0.133937955513492,0.0301317409207387,1.02929200850124e-05,0.419430672802766,"WM_integrity","gFA",0.000593319912245716,"Yes","Yes","DNAm","Model 1 (n=709)"
"477","FGF.21","gMD",0.0960388216092637,0.0330180098510037,0.00375068234231407,0.335823170218287,"WM_integrity","gMD",0.0454249305902482,"Yes","Yes","DNAm","Model 1 (n=709)"
"478","VEGFA","gMD",0.0754178567789928,0.0323592448475439,0.0200702888861387,0.332822905406909,"WM_integrity","gMD",0.103050058460599,"Yes","No","DNAm","Model 1 (n=709)"
"479","NTRK3","gMD",-0.0801117814628567,0.0329995329077142,0.0154608038377597,0.333282002906202,"WM_integrity","gMD",0.099131036371518,"Yes","No","DNAm","Model 1 (n=709)"
"480","TNFRSF17","gMD",0.0711966733288898,0.0336974879750251,0.0349883538900297,0.331858315315015,"WM_integrity","gMD",0.139502622289221,"Yes","No","DNAm","Model 1 (n=709)"
"481","CCL25","gMD",0.128357989213711,0.0319928677925425,6.70213003377784e-05,0.343269843757836,"WM_integrity","gMD",0.00730532173681785,"Yes","Yes","DNAm","Model 1 (n=709)"
"482","EDA","gMD",-0.0697255541201175,0.0330211593092474,0.0350982301111211,0.331852932501056,"WM_integrity","gMD",0.139502622289221,"Yes","No","DNAm","Model 1 (n=709)"
"483","IGFBP4","gMD",0.116227442524967,0.0324091588148882,0.000360055321583373,0.340135120567485,"WM_integrity","gMD",0.0189907104826065,"Yes","Yes","DNAm","Model 1 (n=709)"
"484","PIGR","gMD",0.0882867985374325,0.0323482112663469,0.0065154722322965,0.334824075080492,"WM_integrity","gMD",0.0546297287169476,"Yes","No","DNAm","Model 1 (n=709)"
"485","WFIKKN2","gMD",-0.116943241888353,0.035229654750684,0.000951170050904229,0.338336715454759,"WM_integrity","gMD",0.0250737638971491,"Yes","Yes","DNAm","Model 1 (n=709)"
"486","CNTN4","gMD",-0.0891945779416053,0.0332651947570488,0.0075151781399006,0.334567369676345,"WM_integrity","gMD",0.0585110298035118,"Yes","No","DNAm","Model 1 (n=709)"
"487","SERPIND1","gMD",0.0789095244136545,0.0337784140901208,0.019782593769524,0.332848214411875,"WM_integrity","gMD",0.103050058460599,"Yes","No","DNAm","Model 1 (n=709)"
"488","THBS2","gMD",0.0795810697124906,0.0341316908932075,0.0200201133351221,0.332827292381904,"WM_integrity","gMD",0.103050058460599,"Yes","No","DNAm","Model 1 (n=709)"
"489","ACY1","gMD",0.124271538186732,0.0403833950323691,0.00217473460291472,0.336817080700195,"WM_integrity","gMD",0.0338637245311007,"Yes","Yes","DNAm","Model 1 (n=709)"
"490","SELE","gMD",0.0816152987031601,0.0407292863621106,0.0454914899396238,0.331410306268659,"WM_integrity","gMD",0.165285746780633,"Yes","No","DNAm","Model 1 (n=709)"
"491","MPL","gMD",-0.0674034050717133,0.0332091383833936,0.0427883368101217,0.331514354507972,"WM_integrity","gMD",0.160825128010457,"Yes","No","DNAm","Model 1 (n=709)"
"492","CCL17","gMD",0.0760262319515809,0.0320535242827575,0.0179828974600367,0.333015695077957,"WM_integrity","gMD",0.103050058460599,"Yes","No","DNAm","Model 1 (n=709)"
"493","HGFAC","gMD",0.0677059749208575,0.0321940036482004,0.0358355360009009,0.331817260726702,"WM_integrity","gMD",0.139502622289221,"Yes","No","DNAm","Model 1 (n=709)"
"494","CRP","gMD",0.0721861492919618,0.0339149458097802,0.0336670776697942,0.331924460867618,"WM_integrity","gMD",0.139502622289221,"Yes","No","DNAm","Model 1 (n=709)"
"495","ENPP7","gMD",0.0692782633900236,0.0319077433922663,0.0302685714616479,0.332107859046465,"WM_integrity","gMD",0.137469762054984,"Yes","No","DNAm","Model 1 (n=709)"
"496","NCAM1","gMD",-0.0938591065257622,0.0329895135936995,0.00457607569813411,0.335462301466722,"WM_integrity","gMD",0.0461906650360248,"Yes","Yes","DNAm","Model 1 (n=709)"
"497","SLITRK5","gMD",-0.122384478824313,0.0374820162667688,0.00115017265583253,0.337986561227909,"WM_integrity","gMD",0.0250737638971491,"Yes","Yes","DNAm","Model 1 (n=709)"
"498","AFM","gMD",0.0997986686676181,0.0319607739720201,0.00187079476868386,0.337092771301943,"WM_integrity","gMD",0.0338637245311007,"Yes","Yes","DNAm","Model 1 (n=709)"
"499","SELL","gMD",-0.0981214033012898,0.0382605608392398,0.0105491422794778,0.333960459905176,"WM_integrity","gMD",0.0733304943352114,"Yes","No","DNAm","Model 1 (n=709)"
"500","SHBG","gMD",-0.137200279372329,0.0497272504660941,0.00595632967413286,0.334985778172193,"WM_integrity","gMD",0.0541033278733735,"Yes","No","DNAm","Model 1 (n=709)"
"501","FAP","gMD",-0.098813422439445,0.0327481728806477,0.0026471662815512,0.33645779966024,"WM_integrity","gMD",0.0360676405861351,"Yes","Yes","DNAm","Model 1 (n=709)"
"502","PRSS2","gMD",0.114866600819216,0.0329515210233659,0.000522680105025866,0.339443711188199,"WM_integrity","gMD",0.0189907104826065,"Yes","Yes","DNAm","Model 1 (n=709)"
"503","NOTCH1","gMD",-0.0790616273509302,0.0343713408744813,0.0217445077485667,0.332682671381038,"WM_integrity","gMD",0.103050058460599,"Yes","No","DNAm","Model 1 (n=709)"
"504","OMD","gMD",-0.0826679985404481,0.0358245868091644,0.0213288209326274,0.332716422057867,"WM_integrity","gMD",0.103050058460599,"Yes","No","DNAm","Model 1 (n=709)"
"505","SEMA3E","gMD",-0.0913471017702955,0.0321740539463927,0.00466144326051626,0.335428823020145,"WM_integrity","gMD",0.0461906650360248,"Yes","Yes","DNAm","Model 1 (n=709)"
"506","SPOCK2","gMD",-0.082373336711853,0.0322088106377148,0.0107641092602145,0.333924498067283,"WM_integrity","gMD",0.0733304943352114,"Yes","No","DNAm","Model 1 (n=709)"
"507","EZR","Fazekas_Score_Total",-0.104442539983376,0.0354948083552208,0.00336667981560263,0.185350705818622,"WM_integrity","WMH",0.0366968099900687,"Yes","Yes","DNAm","Model 1 (n=709)"
"508","FcRL2","Fazekas_Score_Total",-0.096820627775054,0.0348819956519693,0.00566017794207159,0.184222420340146,"WM_integrity","WMH",0.0440685282632717,"Yes","Yes","DNAm","Model 1 (n=709)"
"509","GDF.8","Fazekas_Score_Total",-0.116125487672075,0.035641740556336,0.0011771848941149,0.187656162852375,"WM_integrity","WMH",0.0213855255764206,"Yes","Yes","DNAm","Model 1 (n=709)"
"510","NTRK3_olink","Fazekas_Score_Total",-0.0717707921735431,0.0357249043381974,0.0449329248680345,0.179854037230471,"WM_integrity","WMH",0.153052775331743,"Yes","No","DNAm","Model 1 (n=709)"
"511","SKR3","Fazekas_Score_Total",0.0998298148915302,0.0352110249612802,0.00471573409730699,0.184617833861664,"WM_integrity","WMH",0.0396113248832658,"Yes","Yes","DNAm","Model 1 (n=709)"
"512","EN.RAGE","Fazekas_Score_Total",0.0946975456639028,0.0351821701466821,0.00728489451331671,0.183677889933649,"WM_integrity","WMH",0.0496283438719701,"Yes","Yes","DNAm","Model 1 (n=709)"
"513","HGF","Fazekas_Score_Total",0.0815099787943133,0.0352490200559375,0.0210527279466672,0.18142083792539,"WM_integrity","WMH",0.0956144727577803,"Yes","No","DNAm","Model 1 (n=709)"
"514","MMP.1_olink","Fazekas_Score_Total",0.117731876437492,0.0357138575621051,0.00102967735476923,0.187951693133841,"WM_integrity","WMH",0.0213855255764206,"Yes","Yes","DNAm","Model 1 (n=709)"
"515","OSM","Fazekas_Score_Total",0.0727100942262434,0.0351285548694038,0.0388448766503684,0.18015104753403,"WM_integrity","WMH",0.144899427658393,"Yes","No","DNAm","Model 1 (n=709)"
"516","TGF.alpha","Fazekas_Score_Total",0.124860016655664,0.035167002363123,0.000410989545010009,0.189987463831498,"WM_integrity","WMH",0.0149326201353637,"Yes","Yes","DNAm","Model 1 (n=709)"
"517","VEGFA","Fazekas_Score_Total",0.136880322253284,0.0351556220340151,0.000108512398040684,0.192958923103347,"WM_integrity","WMH",0.0118278513864346,"Yes","Yes","DNAm","Model 1 (n=709)"
"518","MMP9","Fazekas_Score_Total",0.0893619811907829,0.0353969471973603,0.0118101533867577,0.182642952282846,"WM_integrity","WMH",0.0643653359578293,"Yes","No","DNAm","Model 1 (n=709)"
"519","NTRK3","Fazekas_Score_Total",-0.101270073184074,0.0357264011867384,0.00472428645396748,0.184613903320592,"WM_integrity","WMH",0.0396113248832658,"Yes","Yes","DNAm","Model 1 (n=709)"
"520","RETN","Fazekas_Score_Total",0.0861036055700353,0.0352343252691211,0.0147885744820563,0.182165171216927,"WM_integrity","WMH",0.0767597437401972,"Yes","No","DNAm","Model 1 (n=709)"
"521","RARRES2","Fazekas_Score_Total",0.0801245125965182,0.0377253124041324,0.0340389317620692,0.180422207675439,"WM_integrity","WMH",0.132508698645198,"Yes","No","DNAm","Model 1 (n=709)"
"522","TNFRSF1B","Fazekas_Score_Total",-0.0902811722068589,0.0415751165796361,0.0302364454202791,0.18066672085152,"WM_integrity","WMH",0.126760482723478,"Yes","No","DNAm","Model 1 (n=709)"
"523","IDUA","Fazekas_Score_Total",0.0711717594306888,0.034567330718393,0.0398805764197412,0.180097215909421,"WM_integrity","WMH",0.144899427658393,"Yes","No","DNAm","Model 1 (n=709)"
"524","ADAMTS13","Fazekas_Score_Total",-0.0737367087309295,0.0361704232363592,0.0418765771601206,0.179997481212095,"WM_integrity","WMH",0.147243448724295,"Yes","No","DNAm","Model 1 (n=709)"
"525","PIGR","Fazekas_Score_Total",0.111742401874346,0.0349555059003659,0.00145435432312666,0.187190174522155,"WM_integrity","WMH",0.0226463744601151,"Yes","Yes","DNAm","Model 1 (n=709)"
"526","SERPIND1","Fazekas_Score_Total",0.0943329886394706,0.036811485285798,0.0106031297128602,0.182872932014573,"WM_integrity","WMH",0.0608284809843033,"Yes","No","DNAm","Model 1 (n=709)"
"527","THBS2","Fazekas_Score_Total",0.0967375647293067,0.0373489848655995,0.00980003248981238,0.183041311039645,"WM_integrity","WMH",0.0593446411883083,"Yes","No","DNAm","Model 1 (n=709)"
"528","INSR","Fazekas_Score_Total",-0.103220904424826,0.0355817984333452,0.00384037988219641,0.185063967167912,"WM_integrity","WMH",0.0380546733781281,"Yes","Yes","DNAm","Model 1 (n=709)"
"529","MMP2","Fazekas_Score_Total",-0.0873064037932086,0.0387409542680128,0.0245389317909068,0.181100454249639,"WM_integrity","WMH",0.106989742608354,"Yes","No","DNAm","Model 1 (n=709)"
"530","CRP","Fazekas_Score_Total",0.0996374572229151,0.0364403747161299,0.00641458574580145,0.183952118189565,"WM_integrity","WMH",0.0466126564194905,"Yes","Yes","DNAm","Model 1 (n=709)"
"531","C4A.C4B","Fazekas_Score_Total",0.0695894335646266,0.0349693985621313,0.0469893194886532,0.179763178224527,"WM_integrity","WMH",0.154891312737553,"Yes","No","DNAm","Model 1 (n=709)"
"532","MMP12","Fazekas_Score_Total",0.185081108245432,0.0508350091035179,0.000292379978365118,0.190745380399328,"WM_integrity","WMH",0.0149326201353637,"Yes","Yes","DNAm","Model 1 (n=709)"
"533","NCAM1","Fazekas_Score_Total",-0.0711767109459389,0.0360745664170442,0.0488945210469334,0.179682657259863,"WM_integrity","WMH",0.154891312737553,"Yes","No","DNAm","Model 1 (n=709)"
"534","CLEC11A.1","Fazekas_Score_Total",0.079988386296067,0.0371714264913575,0.0317578191006017,0.180565245337418,"WM_integrity","WMH",0.128207491924651,"Yes","No","DNAm","Model 1 (n=709)"
"535","MMP1","Fazekas_Score_Total",0.120335560707616,0.0361142445776165,0.000908590375000952,0.188228165203515,"WM_integrity","WMH",0.0213855255764206,"Yes","Yes","DNAm","Model 1 (n=709)"
"536","CD163","Fazekas_Score_Total",-0.093942223629701,0.0356243796895983,0.00855454595315288,0.183332568494915,"WM_integrity","WMH",0.0548497358172743,"Yes","No","DNAm","Model 1 (n=709)"
"537","NOTCH1","Fazekas_Score_Total",-0.114481576760578,0.0374415216327302,0.00231848952773062,0.186165920853485,"WM_integrity","WMH",0.0280794842802931,"Yes","Yes","DNAm","Model 1 (n=709)"
"538","S100A9","Fazekas_Score_Total",0.0864387191560947,0.0359979080547152,0.0166078234135838,0.181919806331,"WM_integrity","WMH",0.082284216003665,"Yes","No","DNAm","Model 1 (n=709)"
"539","SEMA3E","Fazekas_Score_Total",-0.108677480958567,0.03493639972461,0.00194423552079865,0.186551961428786,"WM_integrity","WMH",0.0264902089708816,"Yes","Yes","DNAm","Model 1 (n=709)"
"540","SPOCK2","Fazekas_Score_Total",-0.0816694589692276,0.0351488848505299,0.0204442581762427,0.181482344773656,"WM_integrity","WMH",0.0956144727577803,"Yes","No","DNAm","Model 1 (n=709)"
"541","G.CSF","g",-0.0882008837901013,0.0365465462723806,0.0160616733126191,0.104115855362845,"cognitive","g",0.109420149442218,"Yes","No","DNAm","Model 1 (n=709)"
"542","SIGLEC1","g",-0.079908288394393,0.0364666943563827,0.0287622239386556,0.102812093600625,"cognitive","g",0.172983221739782,"Yes","No","DNAm","Model 1 (n=709)"
"543","SKR3","g",-0.112194387818099,0.0362970343469909,0.00207414296293139,0.108838540235229,"cognitive","g",0.073410555492291,"Yes","No","DNAm","Model 1 (n=709)"
"544","CXCL9","g",-0.0948117355389904,0.0373662115096501,0.0113855404946208,0.104896464412035,"cognitive","g",0.103729961610485,"Yes","No","DNAm","Model 1 (n=709)"
"545","NTRK3","g",0.091223185499846,0.0368652266676175,0.013578677748497,0.104495964302585,"cognitive","g",0.105719705327583,"Yes","No","DNAm","Model 1 (n=709)"
"546","CXCL11","g",-0.0900856811455629,0.037179531576441,0.0156466887527312,0.104174989467619,"cognitive","g",0.109420149442218,"Yes","No","DNAm","Model 1 (n=709)"
"547","CCL18","g",-0.147170241443245,0.047968886437586,0.00223808253354314,0.10866030716339,"cognitive","g",0.073410555492291,"Yes","No","DNAm","Model 1 (n=709)"
"548","RARRES2","g",-0.0980901379062374,0.0389018886592285,0.0119079292886944,0.104794307106197,"cognitive","g",0.103729961610485,"Yes","No","DNAm","Model 1 (n=709)"
"549","ADAMTS13","g",0.0816670578831153,0.0375911140394717,0.0301530386518887,0.102707585276371,"cognitive","g",0.172983221739782,"Yes","No","DNAm","Model 1 (n=709)"
"550","PIGR","g",-0.0820958873488384,0.036046369279831,0.023057536040248,0.103303805261736,"cognitive","g",0.147839495787472,"Yes","No","DNAm","Model 1 (n=709)"
"551","TPSB2","g",0.104376943445646,0.0359624626733577,0.00382006041709332,0.107412426451011,"cognitive","g",0.0785895393254996,"Yes","No","DNAm","Model 1 (n=709)"
"552","B2M","g",-0.118777651491228,0.0465133736935462,0.0108722641460379,0.105001625034139,"cognitive","g",0.103729961610485,"Yes","No","DNAm","Model 1 (n=709)"
"553","CCL17","g",-0.0909138291778109,0.0362511921971342,0.0123714633113423,0.104707432017298,"cognitive","g",0.103729961610485,"Yes","No","DNAm","Model 1 (n=709)"
"554","CRP","g",-0.14263261573512,0.0376503470789911,0.00016473121861873,0.114839972276975,"cognitive","g",0.0179557028294416,"Yes","Yes","DNAm","Model 1 (n=709)"
"555","MST1","g",-0.094568179904178,0.0358910813879282,0.0086037964938314,0.105536793351661,"cognitive","g",0.103729961610485,"Yes","No","DNAm","Model 1 (n=709)"
"556","MMP12","g",-0.158337558335256,0.0525785884345607,0.00269396533916664,0.108226610319833,"cognitive","g",0.073410555492291,"Yes","No","DNAm","Model 1 (n=709)"
"557","NCAM1","g",0.101681215942086,0.0372613467416013,0.00651526181367281,0.106176077126459,"cognitive","g",0.101451933955762,"Yes","No","DNAm","Model 1 (n=709)"
"558","GP1BA","g",0.0747351344648326,0.0363921763813578,0.0403860348474828,0.102065482395175,"cognitive","g",0.220103889918781,"Yes","No","DNAm","Model 1 (n=709)"
"559","NOTCH1","g",0.109869817663726,0.0383794428878677,0.00432602968764218,0.107123432802089,"cognitive","g",0.0785895393254996,"Yes","No","DNAm","Model 1 (n=709)"
"560","SEMA3E","g",0.0961501788386965,0.0361749180225172,0.00804235188329698,0.105691619075487,"cognitive","g",0.103729961610485,"Yes","No","DNAm","Model 1 (n=709)"
"561","G.CSF","gf",-0.0853877211707074,0.038017875050682,0.0250171792481181,0.0305395532320753,"cognitive","gf",0.302985837560542,"Yes","No","DNAm","Model 1 (n=709)"
"562","SIGLEC1","gf",-0.0803654882310013,0.0379275170954509,0.0344500447231186,0.0297730520468304,"cognitive","gf",0.312921239568327,"Yes","No","DNAm","Model 1 (n=709)"
"563","SKR3","gf",-0.100345756960923,0.0378487993941019,0.00820219116469429,0.0332722982719026,"cognitive","gf",0.14900647282528,"Yes","No","DNAm","Model 1 (n=709)"
"564","CXCL9","gf",-0.0828068302574053,0.0389016194334376,0.0336356508094367,0.0298300260620833,"cognitive","gf",0.312921239568327,"Yes","No","DNAm","Model 1 (n=709)"
"565","CXCL11","gf",-0.0781893434494563,0.0387181367309023,0.0438227126744223,0.0292033582677209,"cognitive","gf",0.329385309947679,"Yes","No","DNAm","Model 1 (n=709)"
"566","CCL18","gf",-0.135420028200708,0.0499450013757772,0.00686537064110957,0.0337150601921779,"cognitive","gf",0.14900647282528,"Yes","No","DNAm","Model 1 (n=709)"
"567","ADAMTS13","gf",0.0788320862344788,0.0391025516114252,0.0441795810867407,0.0291842707297578,"cognitive","gf",0.329385309947679,"Yes","No","DNAm","Model 1 (n=709)"
"568","TPSB2","gf",0.11025311802437,0.0373884235374967,0.00329625828836149,0.0355555727289146,"cognitive","gf",0.14900647282528,"Yes","No","DNAm","Model 1 (n=709)"
"569","CRP","gf",-0.112661713202139,0.039432719925982,0.00440324414072369,0.0348266529408745,"cognitive","gf",0.14900647282528,"Yes","No","DNAm","Model 1 (n=709)"
"570","MST1","gf",-0.100036152465225,0.0373414765840178,0.00755940850205939,0.0334752024611762,"cognitive","gf",0.14900647282528,"Yes","No","DNAm","Model 1 (n=709)"
"571","MMP12","gf",-0.14665330531921,0.0549364136783836,0.00777309667563884,0.0334058574993649,"cognitive","gf",0.14900647282528,"Yes","No","DNAm","Model 1 (n=709)"
"572","NCAM1","gf",0.0994093372529874,0.0388955462128824,0.0108053682744901,0.0325895358951496,"cognitive","gf",0.168255020274202,"Yes","No","DNAm","Model 1 (n=709)"
"573","NOTCH1","gf",0.0862201583036955,0.0400093280383688,0.0315035538482534,0.0299862734212143,"cognitive","gf",0.312921239568327,"Yes","No","DNAm","Model 1 (n=709)"
"574","SEMA3E","gf",0.0896049026702906,0.0377675061648449,0.0179367260026156,0.0313459940203612,"cognitive","gf",0.244387891785638,"Yes","No","DNAm","Model 1 (n=709)"
"575","NEP","Brain_age",0.0765735461804549,0.0214808331421504,0.000388832869509015,0.680813259881458,"brain_ageing","relative brain age",0.00385298025240751,"Yes","Yes","DNAm","Model 1 (n=709)"
"576","NTRK3_olink","Brain_age",-0.0514267621350467,0.0220594482141226,0.0200199225968439,0.677541243951071,"brain_ageing","relative brain age",0.0641815165604701,"Yes","No","DNAm","Model 1 (n=709)"
"577","SIGLEC1","Brain_age",0.0551897680569812,0.0217274344097968,0.0112960158415951,0.678002937313085,"brain_ageing","relative brain age",0.0424574388528919,"Yes","Yes","DNAm","Model 1 (n=709)"
"578","SKR3","Brain_age",0.075388478622677,0.021570687225326,0.000503856801830286,0.680593692641773,"brain_ageing","relative brain age",0.00457669928329176,"Yes","Yes","DNAm","Model 1 (n=709)"
"579","CXCL10_olink","Brain_age",0.0549449394877867,0.0218221150142214,0.0120279374824759,0.677951945831065,"brain_ageing","relative brain age",0.0437015061863291,"Yes","Yes","DNAm","Model 1 (n=709)"
"580","FGF.21","Brain_age",0.113154562827128,0.0214413001878605,1.74667629068812e-07,0.687417981274282,"brain_ageing","relative brain age",4.75969289212513e-06,"Yes","Yes","DNAm","Model 1 (n=709)"
"581","MMP.1_olink","Brain_age",0.0456678681678816,0.0220737840291452,0.0389224158958982,0.677015575030001,"brain_ageing","relative brain age",0.103476666650071,"Yes","No","DNAm","Model 1 (n=709)"
"582","VEGFA","Brain_age",0.0723909697604562,0.0217109153189372,0.000899910118836246,0.680103701508847,"brain_ageing","relative brain age",0.00653934686354339,"Yes","Yes","DNAm","Model 1 (n=709)"
"583","MMP9","Brain_age",0.0488673566760349,0.0220166586751559,0.0267663656258698,0.677309991172078,"brain_ageing","relative brain age",0.0788522663032379,"Yes","No","DNAm","Model 1 (n=709)"
"584","NTRK3","Brain_age",-0.083604008299178,0.0219195931867981,0.000148663798573336,0.681630683820224,"brain_ageing","relative brain age",0.00202554425556171,"Yes","Yes","DNAm","Model 1 (n=709)"
"585","MIA","Brain_age",-0.0698160574608225,0.0215502982251941,0.00125289384448895,0.679825166059724,"brain_ageing","relative brain age",0.00792209511801189,"Yes","Yes","DNAm","Model 1 (n=709)"
"586","IGFBP1","Brain_age",-0.0913148240932513,0.0283861818258854,0.00135527271784313,0.679759175797311,"brain_ageing","relative brain age",0.00792209511801189,"Yes","Yes","DNAm","Model 1 (n=709)"
"587","GHR","Brain_age",0.0439990778341367,0.0221398261915659,0.0472732264847897,0.676864670049614,"brain_ageing","relative brain age",0.117108674700956,"Yes","No","DNAm","Model 1 (n=709)"
"588","IGFBP4","Brain_age",0.129670187031467,0.0214974462849557,2.61736072129005e-09,0.691020353455269,"brain_ageing","relative brain age",2.79798502477875e-07,"Yes","Yes","DNAm","Model 1 (n=709)"
"589","CD209","Brain_age",-0.053102704655332,0.023523374789039,0.0242859427469597,0.677387169175791,"brain_ageing","relative brain age",0.0756333645548173,"Yes","No","DNAm","Model 1 (n=709)"
"590","CCL18","Brain_age",0.0757730773249413,0.0286432965499598,0.00834142123916628,0.678250242717749,"brain_ageing","relative brain age",0.0324719612524687,"Yes","Yes","DNAm","Model 1 (n=709)"
"591","ADAMTS13","Brain_age",-0.0504285648036433,0.0224585427791493,0.0250515594329483,0.677362507204555,"brain_ageing","relative brain age",0.0758505549497601,"Yes","No","DNAm","Model 1 (n=709)"
